Taxa,GY-IF-XX-2014,GY-IF-ZX-2014,GY-IF-XX-2015,GY-IF-ZX-2015,GY-RN-XX-2014,GY-RN-ZX-2014,GY-RN-XX-2015,GY-RN-ZX-2015,GY-RP-XX-2014,GY-RP-ZX-2014,GY-RP-XX-2015,GY-RP-ZX-2015,TGW-IF-XX-2014,TGW-IF-ZX-2014,TGW-IF-XX-2015,TGW-IF-ZX-2015,TGW-RN-XX-2014,TGW-RN-ZX-2014,TGW-RN-XX-2015,TGW-RN-ZX-2015,TGW-RP-XX-2014,TGW-RP-ZX-2014,TGW-RP-XX-2015,TGW-RP-ZX-2015,GL-IF-XX-2014,GL-IF-ZX-2014,GL-IF-XX-2015,GL-IF-ZX-2015,GL-RN-XX-2014,GL-RN-ZX-2013,GL-RN-XX-2015,GL-RN-ZX-2015,GL-RP-XX-2013,GL-RP-ZX-2013,GL-RP-XX-2015,GL-RP-ZX-2015,GW-IF-XX-2014,GW-IF-ZX-2014,GW-IF-XX-2015,GW-IF-ZX-2015,GW-RN-XX-2014,GW-RN-ZX-2014,GW-RN-XX-2015,GW-RN-ZX-2015,GW-RP-XX-2014,GW-RP-ZX-2014,GW-RP-XX-2015,GW-RP-ZX-2015,GNS-IF-XX-2014,GNS-IF-ZX-2014,GNS-IF-XX-2015,GNS-IF-ZX-2015,GNS-RN-XX-2014,GNS-RN-ZX-2014,GNS-RN-XX-2015,GNS-RN-ZX-2015,GNS-RP-XX-2014,GNS-RP-ZX-2014,GNS-RP-XX-2015,GNS-RP-ZX-2015,TN-IF-XX-2014,TN-IF-ZX-2014,TN-IF-XX-2015,TN-IF-ZX-2015,TN-RN-XX-2014,TN-RN-ZX-2014,TN-RN-XX-2015,TN-RN-ZX-2015,TN-RP-XX-2014,TN-RP-ZX-2014,TN-RP-XX-2015,TN-RP-ZX-2015,PH-IF-XX-2014,PH-RN-XX-2014,PH-RP-XX-2014,PH-IF-ZX-2014,PH-RN-ZX-2014,PH-RP-ZX-2014,PH-IF-XX-2015,PH-RN-XX-2015,PH-RP-XX-2015,PH-IF-ZX-2015,PH-RN-ZX-2015,PH-RP-ZX-2015
AM3.93,991.67,1032.65,1131.67,1026.83,930.66,660.15,858.66,587.5,913.75,880.48,820.25,858.5,38.27,34.5,32.92,31.15,32.54,31.08,28.67,28.14,32.12,27.86,27.2,25.76,5.56,5.46,5.12,5.325333333,4.97,4.91,4.7,4.72,4.94,4.94,4.69,4.78,3.25,3.07,2.99,2.95,2.92,2.86,2.75,2.78,2.9,2.73,2.68,2.63,44.89,53.22,41.11,46.56,32.96,34.94,31.36,27.77,32.11,46.94,34.48,32.21,45.67,48,54.33,50.17,43.33,34.5,57.33,23,42,39.67,48.67,29.83,81,80.66666667,80,75,65.66666667,66.33333333,83.33333333,84.22222222,80.88888889,67.44444444,63.66666667,64.88888889
AM3.94,1065,1153.15,1203.33,1099.5,918.66,781.32,936,626.17,994.5,886.82,993.08,957.5,51,46.22,44.86,42.66,43.76,43.38,39.88,39.37,42.01,40.65,36.79,35.84,6.78,6.65,6.23,6.603,6.03,6.02,5.74,5.83,5.99,6.13,5.67,5.94,3.44,3.25,3.16,3.16,3.11,3.09,2.96,2.97,3.05,2.99,2.83,2.82,41.56,37.78,39.11,39.22,33.72,28.99,30.23,26.44,36.83,35.04,28.14,35.42,41.33,39.33,47,33.67,46.5,30,47,21.67,39.33,37.17,43.33,31.5,77.33333333,75.66666667,76.66666667,75.33333333,69,65.66666667,81.44444444,81.33333333,82.55555556,70.22222222,66.33333333,69.11111111
AM3.95,1185,1393.48,1233.33,1214,1000,781.32,922.66,753.33,1066.75,1024.15,913.75,1054.67,50.41,46,41.77,42.55,43.54,41.51,37.04,40.22,42.27,38.15,36.02,34.94,6.82,6.84,6.3,6.727666667,6.17,6.04,5.77,5.99,6.04,6.16,5.76,6.01,3.44,3.28,3.1,3.19,3.1,3.13,2.91,3.08,3.04,2.93,2.84,2.84,43.22,41.22,40.56,40.11,33.91,31.45,37.21,24.08,33.34,40.8,33.24,35.22,43.17,42.17,40.17,44.5,38.5,28.33,44.5,24.25,36.17,37,40.5,26.67,74.66666667,75.66666667,74,74,70,68.66666667,80.22222222,80.88888889,81.22222222,71.55555556,70.55555556,69.33333333
AM3.96,1080,1161.32,1176.67,1077,914.66,662.82,957.34,605,964.75,818.82,976.08,893,40.87,35.15,32.67,31.15,34.86,31.15,28.55,29.55,34.43,29.44,28,26.6,6.43,6.34,5.92,6.199666667,5.8,5.66,5.38,5.48,5.74,5.74,5.41,5.52,3.17,2.91,2.81,2.77,2.84,2.72,2.6,2.67,2.81,2.62,2.55,2.52,45.89,45.56,39.78,40.78,33.06,28.53,35.22,27.39,35.98,42.98,35.79,33.34,39.67,49,48,38.17,44,32.33,47.33,25.92,46.17,37.67,46.5,34,77,78,78.33333333,75.33333333,67,69.33333333,83.33333333,84.33333333,83.11111111,72.66666667,66.66666667,68
AM3.97,1286.67,1337.98,1388.33,1326.5,1056,869.32,1112,773.67,1032.75,956.15,1109.25,1106.67,48.34,46.5,42.2,42.2,42.13,40.99,37.32,38.85,40.73,37.38,35.69,34.53,6.63,6.64,6.21,6.529666667,6.04,5.94,5.7,5.89,5.9,6,5.66,5.9,3.42,3.34,3.13,3.18,3.1,3.05,2.91,3,3.03,2.91,2.84,2.83,47.44,42.78,45.11,35.22,31.93,29.84,32.49,26.44,34,42.78,35.98,35.98,41.67,42,48.33,52.33,43.33,35.67,43,24.33,34.83,38.67,47,31,85.33333333,83.66666667,83.33333333,81.66666667,71.33333333,72.33333333,89.33333333,88.66666667,88,78.88888889,73.22222222,74.66666667
AM3.98,1206.67,1289.65,1201.67,1209.17,941.34,793.82,953.34,661.83,1046.92,905.65,939.25,978.67,44.62,43.84,39.8,38.69,37.02,39.63,36.64,38.03,36.4,38.01,33.62,32.92,6.28,6.24,5.89,6.102333333,5.59,5.64,5.38,5.51,5.54,5.73,5.34,5.52,3.37,3.34,3.13,3.16,2.99,3.09,2.97,3.06,2.96,3.01,2.85,2.85,46.78,43,39.11,41,35.22,30.97,31.36,27.11,36.92,39.1,39.29,38.53,34.67,39.83,41.67,43.17,44,25.83,52.67,22.92,41.67,31.67,35.67,26.5,75,73,74.66666667,71.33333333,66.33333333,67,79.55555556,77.77777778,80.88888889,70.33333333,66.55555556,67.33333333
AM3.99,1318.33,1408.32,1193.33,1262.33,1069.34,909.82,984,733.83,1059.67,973.32,995.92,1026.17,46.24,45.31,45.04,38.98,39.99,40.53,40.15,37.77,38.9,37.62,37.23,33.64,6.31,6.28,6.07,6.134666667,5.69,5.69,5.61,5.48,5.64,5.69,5.51,5.5,3.43,3.36,3.26,3.17,3.08,3.16,3.06,3.08,3.04,3.01,2.95,2.87,45.78,46.67,42.11,41.33,38.06,31.54,28.42,35.7,39.01,46.66,35.04,40.89,35.33,37.33,39.17,43.83,39.5,25.5,45.83,23.42,33.83,30.17,38.17,27.5,75.33333333,76,73.33333333,74.66666667,68.66666667,69.33333333,81.66666667,81.11111111,78.66666667,69.77777778,67.55555556,68.22222222
AM3.100,1103.33,1140.82,1285,1003.17,889.34,686.82,1028,624.67,1041.25,879.98,1014.33,921.33,40.94,39.44,35.96,32.67,35.6,35.11,32.25,32.44,34.84,32.25,28.92,28.08,5.94,5.88,5.58,5.777,5.3,5.33,5.11,5.14,5.28,5.33,5.03,5.12,3.31,3.23,3.02,2.97,3.02,2.99,2.83,2.88,2.98,2.84,2.69,2.69,49.89,49.11,43.89,46.11,40.43,32.87,37.68,29.66,38.53,45.81,41.08,33.15,39.5,36,41.67,41.33,39,30.5,41.17,22.25,38.33,31.67,40.83,29.17,74.33333333,75,72.33333333,72.66666667,66.33333333,65.66666667,79,77.77777778,80.88888889,69.22222222,66.88888889,66.11111111
AM3.101,1006.67,1134.32,1145,970.17,680,739.32,890.66,680,783.42,946.32,895.33,951.83,52.13,42.98,40.41,36.32,45.31,41.16,35.23,38.8,44.13,32.35,34.19,31.82,6.65,6.56,6.16,6.471333333,6.07,5.83,5.6,5.75,5.88,5.89,5.58,5.85,3.52,3.23,3.1,3.02,3.22,3.13,2.9,3.08,3.15,2.79,2.82,2.76,43.56,49.33,38.67,37.56,32.96,32.02,33.43,29.47,32.3,48.82,31.82,36.27,39.17,36.5,40,39.5,37,28.17,35.33,24.58,34.17,30.5,34.67,30.17,86.66666667,80.66666667,83.66666667,82,73.33333333,74.33333333,83.55555556,87.22222222,84.88888889,75.33333333,75.77777778,73.33333333
AM3.102,1166.67,1262.98,1205,1150.17,928,844.65,905.34,839.17,1075.25,928.15,983.17,1053.33,44.31,42.37,39.34,37.06,37.3,39.8,36.65,36.63,36.35,35.27,33.36,31.85,6.46,6.45,6.1,6.346666667,5.75,5.81,5.52,5.62,5.75,5.83,5.51,5.62,3.32,3.27,3.09,3.07,2.99,3.12,2.98,3.04,2.95,2.89,2.81,2.79,51.67,39.33,44.56,45.33,35.04,34,36.55,32.96,33.63,38.82,35.79,35.22,40.67,40.33,44,41.5,40.33,27.33,39.33,26.08,35.5,36.17,44,24.67,76.33333333,75.66666667,75.33333333,71.33333333,68.66666667,66.33333333,81,80.88888889,80.33333333,72.22222222,70.33333333,70.55555556
AM3.103,1240,1295.32,1315,1217.5,958.66,731.32,956,735.67,1032.75,997.32,1066.75,1049.67,48.8,46.32,44.17,41.02,39.53,40.21,39.05,39.18,39.35,38.25,36.98,35.21,6.52,6.44,6.04,6.280666667,5.77,5.77,5.55,5.66,5.7,5.84,5.49,5.68,3.48,3.37,3.24,3.21,3.06,3.08,3.01,3.07,3.06,2.99,2.94,2.89,42.33,47.44,47.11,44.56,36.83,32.96,30.69,30.97,40.43,44.57,34.19,39.29,34.17,35.83,40.5,31.83,40.67,24.33,40.67,23.25,36,31.5,37,24,78,75.33333333,75.33333333,74.66666667,68.33333333,71,81.88888889,79.77777778,81.66666667,70.33333333,68.88888889,70.22222222
AM3.104,1130,1332.65,1216.67,1202.33,1000,897.65,1054.66,783.67,1048.33,1080.82,1037,1023.5,43.84,39.96,35.89,34.01,36.56,38.48,32.33,35.66,36.66,33.55,30.26,31.1,6.14,6.09,5.58,5.923,5.53,5.53,5.07,5.36,5.48,5.52,5.05,5.34,3.3,3.19,3.01,2.99,2.98,3.08,2.84,3.01,2.98,2.84,2.73,2.76,46.78,44.56,48.56,43.33,36.36,36.55,39.1,28.62,38.53,45.33,31.82,35.33,41.83,46,40.17,43.33,46.67,31.83,50.17,20.17,39.17,39.17,42.67,28.17,77.33333333,72.33333333,73.33333333,71.66666667,70,67.33333333,77.66666667,77.22222222,78.77777778,69.11111111,70.11111111,69.22222222
AM3.105,1185,1190.32,1236.67,940.5,1054.66,723.98,900,493,1110.67,931.82,1005.83,708.67,53.44,53.62,48.32,47.15,44.5,45.51,42.61,44.77,44.3,43.74,41.66,39.67,6.78,6.85,6.3,6.575,6.06,6.08,5.81,6.06,6.01,6.11,5.79,5.92,3.59,3.59,3.34,3.41,3.2,3.3,3.11,3.21,3.19,3.19,3.05,3.05,41.89,45.44,40.78,37.56,35.7,30.88,34.37,27.29,35.13,37.12,36.74,34.19,33,31.17,32.5,32,36.33,23.67,32.17,20.5,39.67,26.83,37.67,21.5,76,73.66666667,73.66666667,69.33333333,67,61.66666667,76.77777778,76.77777778,78.33333333,63.22222222,61.66666667,65.44444444
